SAMPLE,HAPLOTYPE,CGI_chr1_609358_611269,CGI_chr1_778604_779167,CGI_chr1_827036_828065,CGI_chr1_869818_870248,CGI_chr1_908919_910503,CGI_chr1_919385_919593,CGI_chr1_933952_934964,CGI_chr1_935577_935956,CGI_chr1_936259_936492,CGI_chr1_940225_942983,CGI_chr1_950976_951222,CGI_chr1_976046_979425,CGI_chr1_984346_984547,CGI_chr1_998007_1002030,CGI_chr1_1013290_1013514,CGI_chr1_1013949_1014471,CGI_chr1_1028415_1029127,CGI_chr1_1046772_1047131,CGI_chr1_1048826_1049049,CGI_chr1_1054894_1055314,CGI_chr1_1059056_1059923,CGI_chr1_1080679_1080980,CGI_chr1_1081483_1082059,CGI_chr1_1082719_1083010,CGI_chr1_1084438_1084646,CGI_chr1_1087763_1087967,CGI_chr1_1088695_1089234,CGI_chr1_1090997_1091245,CGI_chr1_1092129_1092350,CGI_chr1_1110664_1110960,CGI_chr1_1115135_1117065,CGI_chr1_1157831_1158096,CGI_chr1_1162663_1165204,CGI_chr1_1173934_1174765,CGI_chr1_1197447_1197838,CGI_chr1_1200980_1201776,CGI_chr1_1206290_1206770,CGI_chr1_1210188_1210498,CGI_chr1_1211328_1211534,CGI_chr1_1213675_1214144,CGI_chr1_1217142_1217754,CGI_chr1_1218404_1219039,CGI_chr1_1222937_1223222,CGI_chr1_1255142_1255419,CGI_chr1_1286017_1294783,CGI_chr1_1296481_1298279,CGI_chr1_1307020_1309805,CGI_chr1_1312606_1313113,CGI_chr1_1318942_1319168,CGI_chr1_1324263_1325255,CGI_chr1_1332055_1333606,CGI_chr1_1336045_1336694,CGI_chr1_1338106_1340460,CGI_chr1_1354327_1355746,CGI_chr1_1387264_1387544,CGI_chr1_1398691_1400222,CGI_chr1_1419779_1420620,CGI_chr1_1426180_1426407,CGI_chr1_1430792_1431014,CGI_chr1_1509208_1509469,CGI_chr1_1529128_1529426,CGI_chr1_1537727_1537962,CGI_chr1_1539582_1541289,CGI_chr1_1561381_1561606,CGI_chr1_1574102_1575367,CGI_chr1_1639975_1640670,CGI_chr1_1645016_1645234,CGI_chr1_1658612_1659481,CGI_chr1_1676459_1676804,CGI_chr1_1739317_1739662,CGI_chr1_1745362_1746894,CGI_chr1_1753934_1754532,CGI_chr1_1760328_1760624,CGI_chr1_1777955_1779143,CGI_chr1_1782200_1782702,CGI_chr1_1908519_1909162,CGI_chr1_1927807_1928084,CGI_chr1_1943276_1943576,CGI_chr1_1944178_1944438,CGI_chr1_1954905_1955431,CGI_chr1_1964975_1965189,CGI_chr1_2049812_2051773,CGI_chr1_2109558_2109863,CGI_chr1_2121722_2124405,CGI_chr1_2132343_2132613,CGI_chr1_2133189_2133740,CGI_chr1_2280581_2282442,CGI_chr1_2290759_2291130,CGI_chr1_2300871_2301178,CGI_chr1_2303869_2304228,CGI_chr1_2305003_2307630,CGI_chr1_2317876_2318195,CGI_chr1_2326658_2326984,CGI_chr1_2327625_2327887,CGI_chr1_2331745_2332031,CGI_chr1_2334568_2334993,CGI_chr1_2344919_2345218,CGI_chr1_2372720_2372937,CGI_chr1_2384914_2385310,CGI_chr1_2402111_2402733
HBCC_81931_FTX,H1,70.78622642,0.0,0.0,4.245,44.84715596,82.412,5.140777778,3.288148148,45.795,1.225214286,98.27166667,76.99213953,15.57857143,7.264080717,0.0,66.58228571,87.42442308,99.22346154,95.70210526,96.36851852,1.110098039,34.782,92.70825,98.75266667,94.90933333,82.17888889,98.81409091,99.0,98.88888889,76.4192,6.282125604,1.4128,84.4560989,48.12389831,100.0,2.099326923,12.58829787,98.55043478,100.0,80.54,96.99727273,92.31068182,98.69035714,97.2396,84.176,93.87265957,5.420852941,96.17972222,97.2,0.09032520325,80.19587719,82.30938776,91.42194805,18.77606557,98.4364,0.4841916168,32.97571429,77.39105263,24.13,94.89947368,95.24043478,60.62571429,9.024507772,94.68625,0.1034545455,96.23521739,86.36791667,0.1618947368,68.46444444,99.07407407,0.224625,90.0275,99.62136364,0.5195625,7.401818182,4.018205128,88.86909091,94.1816,19.39913043,86.07837209,89.60117647,9.2390625,100.0,98.89969697,20.83333333,0.0,99.81107692,2.729230769,23.02913043,81.0462069,79.63078049,97.10814815,84.55136364,99.39391304,94.5765,92.55137931,98.46416667,98.295625,52.32864865,90.77023256
HBCC_81931_FTX,H2,NA,NA,0.05900826446,10.0028,70.31286585,79.496875,4.742391304,0.6411538462,59.523125,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.97578947,95.68192308,0.6565346535,59.5975,NA,98.61366667,94.99466667,90.06684211,NA,NA,98.81888889,79.49391304,NA,NA,NA,51.94983051,99.38825,1.246285714,6.171636364,97.88208333,NA,NA,NA,88.75113636,NA,98.048,NA,88.98184783,NA,NA,NA,0.0,NA,NA,95.78493506,32.00803279,NA,NA,NA,NA,NA,94.29842105,NA,77.63714286,8.982319588,98.214375,0.2523493976,98.8373913,79.16333333,0.1708421053,93.67888889,NA,NA,96.20083333,96.90772727,0.3489375,NA,5.985,NA,NA,19.24304348,85.75511628,NA,9.048888889,98.29173913,NA,80.7675,1.37037037,99.57980263,NA,NA,NA,NA,NA,89.31227273,98.58875,96.2075,94.452,99.04409091,99.6325,65.04277778,NA
HBCC_81932_FTX,H1,92.06301205,0.1883050847,0.1771900826,5.3978,44.3696875,74.37,8.167582418,1.602692308,43.541875,1.074270463,93.115,73.04269565,10.22866667,8.569352679,0.8238888889,75.96714286,90.66296296,96.71769231,97.08894737,98.54230769,0.6342156863,14.278,92.029,98.582,98.72733333,89.28,98.1225,98.132,96.80277778,75.94833333,0.854057971,0.3470833333,87.5604918,55.98125,99.08025,0.8688571429,8.991886792,98.7112,98.680625,68.36210526,97.71246753,90.55795455,97.70413793,96.2616,83.82195896,87.43891089,4.254764706,95.41666667,91.72166667,0.2787804878,89.47681416,94.43901961,95.95038961,36.29857923,99.1144,0.1347305389,28.55495575,68.72105263,38.98166667,93.84,98.68695652,92.35285714,11.67128866,100.0,0.07530120482,94.31956522,69.32541667,0.261827957,84.89962963,97.79423077,0.04776397516,94.13875,98.82545455,0.8924223602,8.820222222,3.167051282,95.69727273,97.7072,10.0873913,88.39840909,94.44444444,9.865955556,96.59434783,98.70185185,20.8775,0.1571698113,98.67696296,6.0984,35.90608696,81.32966667,84.062,99.47074074,83.71608696,98.47208333,87.45871795,88.41566667,89.71695652,98.95125,64.33914286,91.62953488
HBCC_81932_FTX,H2,97.16678363,NA,0.09258333333,12.6996,44.13432836,85.88266667,10.075625,1.912962963,28.60588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.73947368,95.95222222,0.515,12.9975,NA,98.82066667,98.02266667,84.46,NA,NA,98.88888889,67.06304348,NA,NA,NA,37.97368421,99.375,1.687809524,2.887636364,91.26791667,NA,NA,NA,96.37181818,NA,94.578,NA,91.36445312,NA,NA,NA,0.2389344262,NA,NA,96.5037013,36.09382514,NA,NA,NA,NA,NA,96.15,NA,93.08952381,14.46020725,99.04125,0.1483030303,96.02565217,80.19,0.0,93.54296296,NA,NA,96.9073913,97.81,1.362580645,NA,2.785769231,NA,NA,9.192380952,95.88369565,NA,9.873716814,97.84090909,NA,40.3075,1.299814815,98.98508772,NA,NA,NA,NA,NA,78.61136364,98.66916667,99.3335,96.64833333,99.53708333,92.135625,66.41,NA
HBCC_81933_FTX,H1,95.67742515,0.1988333333,0.0,3.6798,54.05763158,79.93625,3.865294118,8.80962963,26.88,1.393879004,95.79888889,68.62017621,7.269333333,10.11649438,0.6017647059,62.748,91.95703704,94.46269231,91.56736842,97.46481481,0.8119607843,10.839,92.23076923,98.416,92.59666667,92.07473684,98.0325,97.062,92.62444444,76.69217391,0.558115942,9.984,84.37368715,43.63915254,97.378,0.9745714286,10.28436364,92.9884,97.281875,79.07578947,95.15551282,89.90590909,98.96344828,96.34291667,83.22269044,64.91205882,1.030524781,83.31527778,92.21722222,0.3854471545,78.9137069,88.0254902,93.22428571,33.62398907,97.6036,0.07307228916,34.60892857,52.38894737,38.85882353,92.43315789,88.33956522,80.24285714,8.830412371,97.4875,0.0748502994,96.784,75.27375,0.1764210526,85.68,85.51592593,0.0,89.945625,95.48681818,0.3991304348,4.838888889,2.503076923,86.46772727,97.1132,26.81956522,86.51066667,87.63722222,9.224646018,85.02045455,92.97,38.9065,4.071111111,96.81853107,1.965,60.50391304,60.15966667,64.63813725,97.66925926,80.21136364,97.11,85.5585,86.81566667,97.21391304,91.56266667,58.07405405,76.8255814
HBCC_81933_FTX,H2,96.21094118,NA,0.16825,9.5172,52.05276316,80.064375,1.875,12.52259259,49.0195,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.66368421,93.89678571,0.7292156863,79.855,NA,90.36666667,86.27666667,93.13842105,NA,NA,96.28333333,64.3428,NA,NA,NA,53.25105263,97.3135,0.6472380952,8.590909091,72.43083333,NA,NA,NA,93.70045455,NA,91.5536,NA,76.51320313,NA,NA,NA,0.0,NA,NA,90.24928571,31.11715847,NA,NA,NA,NA,NA,98.78105263,NA,68.77,9.737628866,92.360625,0.3194011976,97.12847826,84.43333333,0.1617894737,77.205,NA,NA,92.69770833,95.86136364,0.8407453416,NA,2.828076923,NA,NA,21.6173913,95.42565217,NA,10.02575221,96.88363636,NA,23.367,1.785185185,97.03430233,NA,NA,NA,NA,NA,90.25217391,94.28541667,88.70875,93.59,96.27625,96.131875,64.42567568,NA
HBCC_81934_FTX,H1,91.09653333,0.119,0.2265833333,6.3388,63.82409639,89.036875,8.338804348,4.313333333,44.57473684,0.7646428571,99.58,84.78990826,14.23333333,8.885167785,0.0,57.52735294,87.42981481,97.27576923,94.73263158,97.25607143,1.465588235,29.59705882,91.80871795,98.67866667,95.39133333,78.63263158,98.24318182,97.7615,99.14555556,72.93521739,0.409178744,0.0,89.6378022,54.11220339,100.0,1.953238095,6.538679245,93.3104,97.43625,80.34684211,94.34402597,93.2955814,98.6137037,97.3464,80.86485437,78.69151515,5.080909091,95.57861111,95.49277778,0.1016260163,79.958,90.80686275,94.9579085,46.65639344,96.9476,0.06179640719,20.94637168,59.21842105,45.53277778,96.17263158,95.6673913,82.26,9.255492228,96.91375,0.0334939759,99.3676087,64.21375,0.2313684211,79.63148148,95.24259259,0.162625,97.20659574,94.68181818,0.6534782609,5.836590909,3.151794872,85.62590909,91.3912,15.68478261,95.65906977,84.03411765,6.934247788,99.4047619,98.56846154,17.555,3.460740741,98.89390071,3.713076923,64.77565217,96.33166667,92.51431373,97.88074074,85.28954545,97.98041667,98.053,94.702,99.04130435,96.2175,81.90540541,94.43465116
HBCC_81934_FTX,H2,93.2838806,NA,0.1416528926,7.187755102,51.73987097,91.55,8.858913043,12.86333333,61.5255,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.70842105,99.15321429,0.8904901961,36.4515,NA,97.78366667,93.98066667,80.94333333,NA,NA,98.73444444,78.2816,NA,NA,NA,37.36915254,99.15125,1.515428571,8.634444444,93.384,NA,NA,NA,95.8125,NA,96.89,NA,78.5523,NA,NA,NA,0.09032520325,NA,NA,96.53363636,43.92291209,NA,NA,NA,NA,NA,95.82894737,NA,87.53904762,8.433659794,98.88875,0.07796407186,98.12717391,86.68458333,0.1723157895,84.21615385,NA,NA,92.11934783,97.64909091,0.4353125,NA,1.702179487,NA,NA,5.945714286,95.62782609,NA,7.930355556,98.0,NA,26.2985,3.717037037,99.4125,NA,NA,NA,NA,NA,95.82782609,99.13043478,99.0525,90.09033333,98.11958333,96.7675,46.71027027,NA
HBCC_81935_FTX,H1,98.28767123,0.0,0.05558333333,3.6104,62.8678481,76.351875,2.19673913,0.462962963,37.1545,0.7569858156,98.74888889,78.81861345,10.07933333,9.733982103,0.0,73.45628571,93.63148148,99.35884615,94.10368421,96.98653846,0.6200990099,43.6665,96.7945,97.08433333,98.75,95.28052632,94.29318182,97.9645,98.36388889,90.02304348,0.5038164251,3.1244,83.44604396,34.94016949,96.32175,1.211809524,5.589090909,98.16333333,98.216875,68.77105263,98.81545455,98.00681818,98.19428571,97.892,77.9463355,81.824,5.188387097,95.83055556,88.84277778,0.04520325203,78.29464912,91.3477551,92.70961039,22.63595628,96.9524,0.0748502994,21.03929204,23.88421053,13.14,97.58105263,98.41285714,79.57190476,7.808092784,96.49875,0.1572327044,98.96044444,81.92625,0.0,86.13538462,92.98592593,0.083375,97.29666667,97.54818182,0.8377018634,7.276222222,3.291666667,84.09090909,95.7112,13.17086957,86.95302326,88.75,9.636177778,98.78272727,97.617,22.297,2.299622642,98.89012422,3.5464,41.6473913,75.29344828,68.59521951,99.47074074,83.09136364,97.42,98.43307692,97.857,98.80958333,98.05375,81.14405405,92.0044186
HBCC_81935_FTX,H2,99.25222222,NA,0.1174166667,9.3714,44.96348148,84.985,5.301978022,8.497777778,37.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.55947368,94.69333333,0.9461764706,37.73529412,NA,98.41233333,97.59266667,91.44388889,NA,NA,98.82722222,56.54608696,NA,NA,NA,33.86254237,98.42675,1.042571429,9.930545455,96.6708,NA,NA,NA,95.15681818,NA,98.34625,NA,92.62524272,NA,NA,NA,0.2935772358,NA,NA,95.67590909,32.44229508,NA,NA,NA,NA,NA,96.43052632,NA,86.81761905,12.36381443,97.118125,0.1517365269,96.31021739,88.14458333,0.0,96.87269231,NA,NA,97.34804348,98.70809524,0.534591195,NA,2.977820513,NA,NA,4.344285714,94.87244444,NA,8.718088889,96.70956522,NA,21.2175,5.065925926,99.72903448,NA,NA,NA,NA,NA,84.1773913,97.97458333,90.03925,95.732,99.65291667,95.6125,54.65057143,NA
